Date,RecordImputedFlag,Mercury_Retrograde_Degree_Colapsed,Mercury_Retrograde_Degree_Granular,Mercury_Retrograde_Degree_Description,FedReserveConference,FedReserveConference_Description,SP500_Open,SP500_High,SP500_Low,SP500_Close,SP500_AdjClose,SP500_Volume,SP500_HighLow_Delta,SP500_HighLow_Delta_Percent,SP500_OpenClose_Delta,SP500_OpenClose_Delta_Percent,SP500_DeltaPercent_Combined,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Adj Close,VIX_HighLow_Delta,VIX_HighLow_Delta_Percent,VIX_OpenClose_Delta,VIX_OpenClose_Delta_Percent,VIX_DeltaPErcent_Combined
7/19/2011,N,1,2,Preshadow ,0,No Conference,1307.069946,1328.140015,1307.069946,1326.72998,1326.72998,4304600000,21.070069,1.612007763,1.630005,0.124862504,1.736870267,20.139999,20.43,19.120001,19.209999,19.209999,1.309999,6.851458847,-0.810002,-3.866357811,10.71781666
7/20/2011,N,1,2,Preshadow ,0,No Conference,1328.660034,1330.430054,1323.650024,1325.839966,1325.839966,3767420000,6.78003,0.512222255,1.930054,0.145474515,0.65769677,18.809999,19.65,18.610001,19.09,19.09,1.039999,5.588387663,-0.4,-2.082248937,7.6706366
7/21/2011,N,1,2,Preshadow ,0,No Conference,1325.650024,1347,1325.650024,1343.800049,1343.800049,4837430000,21.349976,1.610528843,-0.189942,-0.014326163,1.624855007,18.610001,18.629999,17.15,17.559999,17.559999,1.479999,8.629731778,-0.479999,-2.51440021,11.14413199
7/22/2011,N,1,2,Preshadow ,0,No Conference,1343.800049,1346.099976,1336.949951,1345.02002,1345.02002,3522830000,9.150025,0.684395477,0,0,0.684395477,17.219999,17.950001,17.139999,17.52,17.52,0.810002,4.725799576,-0.34,-1.936218789,6.662018365
7/23/2011,Y,1,2,Preshadow ,0,No Conference,1344.059998,1345.209961,1334.019959,1341.225037,1341.225037,3529860000,11.1900025,0.839158137,-0.350037,-0.026024668,0.865182806,18.2399995,18.7250005,17.9349995,18.435,18.435,0.790001,4.418425682,0.7,3.99764403,10.3522885
7/24/2011,Y,1,2,Preshadow ,0,No Conference,1344.059998,1345.209961,1334.019959,1341.225037,1341.225037,3529860000,11.1900025,0.839158137,-0.350037,-0.026024668,0.865182806,18.2399995,18.7250005,17.9349995,18.435,18.435,0.790001,4.418425682,0.7,3.99764403,10.3522885
7/25/2011,N,1,2,Preshadow ,0,No Conference,1344.319946,1344.319946,1331.089966,1337.430054,1337.430054,3536890000,13.22998,0.993920797,-0.700074,-0.052049337,1.045970134,19.26,19.5,18.73,19.35,19.35,0.77,4.111051789,1.74,9.931506849,14.04255864
7/26/2011,N,1,2,Preshadow ,0,No Conference,1337.390015,1338.51001,1329.589966,1331.939941,1331.939941,4007050000,8.920044,0.670886832,-0.040039,-0.002993727,0.673880559,19.75,20.5,19.559999,20.23,20.23,0.940001,4.80573133,0.4,2.067183463,6.872914792
7/27/2011,N,1,2,Preshadow ,0,No Conference,1331.910034,1331.910034,1303.48999,1304.890015,1304.890015,3479040000,28.420044,2.18030397,-0.029907,-0.002245372,2.182549341,20.870001,23.200001,20.870001,22.98,22.98,2.33,11.16435021,0.640001,3.163623332,14.32797354
7/28/2011,N,2,4,Preshadow Intensified,0,No Conference,1304.839966,1316.319946,1299.160034,1300.670044,1300.670044,4951800000,17.159912,1.320846666,-0.050049,-0.003835496,1.324682162,22.83,23.99,21.200001,23.74,23.74,2.789999,13.16037202,-0.15,-0.652741514,13.81311354
7/29/2011,N,2,4,Preshadow Intensified,0,No Conference,1300.119995,1304.160034,1282.859985,1292.280029,1292.280029,5061190000,21.300049,1.660356489,-0.550049,-0.042289665,1.702646153,25.280001,25.940001,23.65,25.25,25.25,2.290001,9.682879493,1.540001,6.486946083,16.16982558
7/30/2011,Y,2,4,Preshadow Intensified,0,No Conference,1296.354981,1305.77002,1278.794983,1289.609985,1289.609985,5014290000,26.975037,2.110842601,-0.120056,-0.009152966,2.1439793,23.955,25.785,23.0549995,24.455,24.455,2.7300005,11.89843027,-0.54,-1.944647751,20.3300241
7/31/2011,Y,2,4,Preshadow Intensified,0,No Conference,1296.354981,1305.77002,1278.794983,1289.609985,1289.609985,5014290000,26.975037,2.110842601,-0.120056,-0.009152966,2.1439793,23.955,25.785,23.0549995,24.455,24.455,2.7300005,11.89843027,-0.54,-1.944647751,20.3300241
8/1/2011,N,2,4,Preshadow Intensified,3,Unscheduled Conference,1292.589966,1307.380005,1274.72998,1286.939941,1286.939941,4967390000,32.650025,2.561328714,0.309937,0.023983734,2.585312447,22.629999,25.629999,22.459999,23.66,23.66,3.17,14.11398104,-2.620001,-10.37624158,24.49022262
8/2/2011,N,3,6,Retrograde Station,0,No Conference,1286.560059,1286.560059,1254.030029,1254.050049,1254.050049,5206290000,32.53003,2.594039158,-0.379882,-0.029518238,2.623557396,24.219999,24.790001,22.65,24.790001,24.790001,2.140001,9.448128035,0.559999,2.366859679,11.81498771
8/3/2011,N,3,6,Retrograde Station,0,No Conference,1254.25,1261.199951,1234.560059,1260.339966,1260.339966,6446940000,26.639892,2.157844959,0.199951,0.015944419,2.173789379,23.58,25.23,22.76,23.379999,23.379999,2.47,10.85237258,-1.210001,-4.88100424,15.73337682
8/4/2011,N,4,7,Retrograde Intensified ,0,No Conference,1260.22998,1260.22998,1199.540039,1200.069946,1200.069946,4266530000,60.689941,5.059434369,-0.109986,-0.008726693,5.068161062,24.57,32.07,24.309999,31.66,31.66,7.760001,31.92102558,1.190001,5.089824854,37.01085044
8/5/2011,N,4,7,Retrograde Intensified ,0,No Conference,1200.280029,1218.109985,1168.089966,1199.380005,1199.380005,5454590000,50.020019,4.282206033,0.210083,0.017505896,4.29971193,28.48,39.25,27.540001,32,32,11.709999,42.51996578,-3.18,-10.04421984,52.56418561
8/6/2011,Y,4,7,Retrograde Intensified ,0,No Conference,1199.380005,1208.294983,1143.684998,1159.419983,1159.419983,4034870000,64.609985,5.679089443,-0.344971,-0.028767479,5.725362818,32.690001,43.625,31.415001,40,40,12.209999,39.26791522,0.860001,2.634143207,51.94627826
